wallet,chain,asset,raw_value_in,raw_value_out,value_unit,value_in_usd_est,distinct_senders,distinct_recipients,out_cnt,active_days,hours_of_day_active,night_share,round100_share,pass_through,is_accumulator,informal_score,anomaly_score,is_anomaly,is_sanctioned,hops_to_sanctioned,risk_score,attributability,risk_attribution_score,risk_tags,risk_categories,risk_source_count,is_known_risk,confirmed,label_name,label_tags,campaign_terror_score,is_top_campaign_lead,anchor_exchange,anchor_exchange_addr,anchor_usdt,anchor_links,has_exchange_anchor,actionability,components_bridged,total_bridged_size,is_bridge_wallet,country_codes,country_source,hits_interesting_country,funnel_ratio_recipients,funnel_ratio_out_cnt,is_single_recipient
0x66867e811ad86b36a38453d15e34b18017b0b06f,ethereum,USDT,89346.52138300001,89346.521383,USDT,89346.52138300001,86,11,20,8,13,0.3906432748538012,0.0,0.9999999999999999,False,0.4692411924119241,0.11620643193857638,False,False,,23.5,,0,[],[],0,False,False,,,48.9,False,Binance 17,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,1020.02,5.0,True,48.5,0,,False,"['AE', 'GLOBAL', 'MT']",exchange,True,7.82,4.3,False
0x95cace276e1986fe328afcfc0e94f92165e13f97,ethereum,USDT,56996.504990999994,56996.504991,USDT,56996.504990999994,59,8,24,7,13,0.2198100407055631,0.0,1.0000000000000002,False,0.5228997289972899,0.12423600685933606,False,False,,23.4,,0,[],[],0,False,False,,,35.8,False,Binance 18,0x9696f59e4d72e237be84ffd425dcad154bf96976,2167.365,4.0,True,48.4,0,,False,"['AE', 'GLOBAL', 'MT']",exchange,True,7.38,2.46,False
0xeb187b6b15120eb3a6b09a0b73c6cd83ddb2c064,ethereum,USDT,29991.866146999997,29991.866147,USDT,29991.866146999997,320,1,1,1,2,0.0,0.04375,1.0000000000000002,False,0.8196476964769648,0.023228503018358104,False,False,,48.3,,0,[],[],0,False,False,,,91.7,True,,,0.0,,False,48.3,0,,False,[],,False,320.0,320.0,True
0x208261df8489b5b6fcbf77b64cc4beb5ba9f0922,ethereum,USDT,31139.79,31972.190000000002,USDT,31139.79,69,1,22,32,16,0.10588235294117647,0.011764705882352941,1.0267310730098052,False,0.598854327403459,0.1383855746620274,False,False,,22.9,,0,[],[],0,False,False,,,46.1,False,Binance 14,0x28c6c06298d514db089934071355e5743bf21d60,31972.190000000006,1.0,True,47.9,0,,False,"['AE', 'GLOBAL', 'MT']",exchange,True,69.0,3.14,True
0xcc1c3f6eb02f8ff2e62a287894073d2dd4d76d5a,ethereum,USDT,14957.980003999997,15774.986129,USDT,14957.980003999997,66,14,22,59,24,0.16363636363636364,0.0,1.0546200840475468,False,0.39205701300078877,0.10869882480247284,False,False,,22.8,,0,[],[],0,False,False,,,36.8,False,Coinbase 10,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,967.5467569999998,2.0,True,47.8,0,,False,"['AE', 'GLOBAL', 'MT', 'US']",exchange,True,4.71,3.0,False
0x7ed7f9f3cf6f0748c63a572ab383023c6e2fff4f,ethereum,USDT,507178.20363799995,474469.12045,USDT,507178.20363799995,1090,5,11,78,24,0.07954545454545454,0.06283422459893048,0.9355077111883416,False,0.749567666898915,0.016372413507358186,False,False,,47.7,,0,[],[],0,False,False,,,70.2,True,,,0.0,,False,47.7,0,,False,[],,False,218.0,99.09,False
0xb0fb0e6a6a1e26b28d7cfc215f078a99e9fc5c34,ethereum,USDT,65482.303909999995,65482.303909999995,USDT,65482.303909999995,197,6,16,4,7,0.03015075376884422,0.005025125628140704,1.0,False,0.7966124661246613,0.1683138937793779,False,False,,22.6,,0,[],[],0,False,False,,,43.9,False,Binance 17,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,1138.0,2.0,True,47.6,0,,False,"['AE', 'GLOBAL', 'MT']",exchange,True,32.83,12.31,False
0x6291680980daa5135599d192b6a09a73ab677ba7,ethereum,USDT,21959.560000000005,21862.56,USDT,21959.560000000005,74,1,20,15,13,0.05194805194805195,0.0,0.9955827894547976,False,0.582991896644347,0.1384358041272401,False,False,,22.5,,0,[],[],0,False,False,,,48.5,False,Binance 14,0x28c6c06298d514db089934071355e5743bf21d60,21862.559999999998,1.0,True,47.5,0,,False,"['AE', 'GLOBAL', 'MT']",exchange,True,74.0,3.7,True
0xc014cb39f8d69d19c821013a3f6b404638483c31,ethereum,USDT,104249.05932200004,46815.162758,USDT,104249.05932200004,132,12,16,88,23,0.05864197530864197,0.07407407407407407,0.4490703615214342,True,0.43019347609832476,0.11624561402630457,False,False,,22.5,,0,[],[],0,False,False,,,42.6,False,Binance 18,0x9696f59e4d72e237be84ffd425dcad154bf96976,4523.5449,5.0,True,47.5,2,22539.0,True,"['AE', 'GLOBAL', 'MT']",exchange,True,11.0,8.25,False
0x9c473e81abfca09c1628c13b48c65d26ad377483,ethereum,USDT,55816.773743999984,55816.773423,USDT,55816.773743999984,64,13,21,50,19,0.14867617107942974,0.0,0.9999999942490408,False,0.39403793922921193,0.11190437519612367,False,False,,22.3,,0,[],[],0,False,False,,,38.7,False,Binance 16,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,15543.592999999999,5.0,True,47.3,0,,False,"['AE', 'GLOBAL', 'MT']",exchange,True,4.92,3.05,False
